text	audience	factual	dependency	count	surfaces	sources	states
21 – 27 February 2027	GUEST/PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	3	/ (index.html) | /journeys	index.html | journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections | SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
Before the Wedding	GUEST/PUBLIC	no		8	/ (index.html) | / · the site menu | /journeys | /room?stay=sathorn&room=penthouse | /room?stay=sathorn&room=shama-king-studio-balcony | /room?stay=sathorn&room=u-sathorn-superior-garden	assets/aman.js buildMenu() | index.html | journeys.html | journeys.html · assets/rooms.js label() | room.html | room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections | AUTHENTICATED PRIVATE STATE · SIGNED IN · the six-bedroom Pe | SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px | SIGNED-OUT PUBLIC STATE · MENU OPEN · every group exp
Three Bangkok days at the Sathorn Penthouse, then the night train north to Vientiane.	PUBLIC	yes	venue / property names (Operations Master Overview)	1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] The green door where the vows are spoken	ACCESSIBILITY	no		1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
27 February – 1 March 2027	PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
The wedding stay at Souphattra Heritage, and the day itself — from the temple morning to the last table.	PUBLIC	yes	venue / property names (Operations Master Overview)	1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] The tiled roofs of Lijiang old town below Jade Dragon Snow Mountain	ACCESSIBILITY	yes		1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
1 – 8 March 2027	PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
After the Wedding	GUEST/PUBLIC	no		25	/ (index.html) | / · the site menu | /journeys | /room?stay=kunming&room=family-suite | /room?stay=kunming&room=italian | /room?stay=kunming&room=junting | /room?stay=kunming&room=left-bank | /room?stay=kunming&room=light-french | /room?stay=kunming&room=mid-century | /room?stay=kunming&room=milano | /room?stay=kunming&room=penang | /room?stay=kunming&room=seine | /room?stay=kunming&room=smart-fam	assets/aman.js buildMenu() | index.html | journeys.html | journeys.html · assets/rooms.js label() | room.html · assets/rooms-data.js	AUTHENTICATED PRIVATE STATE · SIGNED IN · a guest with an em | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections | SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px | SIGNED-OUT PUBLIC STATE · MENU OPEN · every group expanded
Kunming, the train through the gorges to Lijiang, and two closing nights back in Bangkok.	PUBLIC	yes		1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] Previous journey	ACCESSIBILITY	no		1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] Next journey	ACCESSIBILITY	no		1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] A rooftop terrace over Vientiane at dusk, the sun low over the city	ACCESSIBILITY	yes		1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] The Thai–Lao Friendship Bridge at Nong Khai	ACCESSIBILITY	yes		2	/ (index.html) | /destination	destination.html | index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
Vientiane, on the Mekong · the crossing at Nong Khai	PUBLIC	yes		1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
See you in Laos?	PUBLIC	no		3	/ (index.html) | /experiences | /voyage	experiences.html | index.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
Open your invitation	PUBLIC	no		24	/ (index.html) | /accommodation | /destination | /experience?id=bkk-suhring | /experiences | /journeys | /tea | /voyage	accommodation.html | destination.html | experience.html · assets/experiences.js · assets/experience-galleries.js | experiences.html | index.html | journeys.html | tea.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out | SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
USES G-002 (menu)	GUEST/PUBLIC	no		123	/ (index.html) | /1872 | /about-you | /cart | /documents | /dress | /experience?id=bkk-alati | /experience?id=bkk-barus | /experience?id=bkk-commons | /experience?id=bkk-curvy | /experience?id=bkk-dib | /experience?id=bkk-diorlv | /experience?id=bkk-dusit | /experience?id=bkk-emquartier | /experience?id=bkk-harudot | /experience?id=bkk-iconsiam | /experience?id=bkk-igniv | /experience?id=bkk-letsr	1872.html | about-you.html | about-you.html · assets/guest.js · assets/docs.js | about-you.html · assets/invite.mjs stale() | assets/prep-shell.js gate() | assets/prep-shell.js leave("another") | cart	AUTHENTICATED PRIVATE STATE · ADDED TO YOUR JOURNEY · the co | AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · LOCKED · the gate lands on the | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · EMPTY BA
USES G-003 (footer)	GUEST/PUBLIC	no		133	/ (index.html) | /1872 | /about-you | /accommodation | /cart | /destination | /documents | /dress | /experience?id=bkk-alati | /experience?id=bkk-barus | /experience?id=bkk-commons | /experience?id=bkk-curvy | /experience?id=bkk-dib | /experience?id=bkk-diorlv | /experience?id=bkk-dusit | /experience?id=bkk-emquartier | /experience?id=bkk-harudot | /experience?id=bkk-iconsiam | /experience?id=bkk-	1872.html | about-you.html | about-you.html · assets/guest.js · assets/docs.js | about-you.html · assets/invite.mjs stale() | accommodation.html | assets/prep-shell.js gate() | assets/prep-shell.js le	AUTHENTICATED PRIVATE STATE · ADDED TO YOUR JOURNEY · the co | AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · LOCKED · the gate lands on the | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · COMPLETE
USES G-004 (other)	PUBLIC	no		62	/ (index.html) | /1872 | /about-you | /accommodation | /cart | /destination | /documents | /dress | /experience?id=bkk-alati | /experience?id=bkk-barus | /experience?id=bkk-commons | /experience?id=bkk-curvy | /experience?id=bkk-dib | /experience?id=bkk-diorlv | /experience?id=bkk-dusit | /experience?id=bkk-emquartier | /experience?id=bkk-harudot | /experience?id=bkk-iconsiam | /experience?id=bkk-	1872.html | about-you.html | about-you.html · assets/invite.mjs stale() | accommodation.html | cart.html | destination.html | documents.html | dress.html | experience.html | experience.html · assets/e	SIGNED-OUT PUBLIC STATE · ACCESS · THE CODE PROMPT OPEN · th | SIGNED-OUT PUBLIC STATE · DEFAULT · signed out | SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px | SIGNED-OUT PUBLIC STATE · FORWARDING ADDRESS | SIGNED-OUT PUBLIC STATE · SIGNED OUT · a private route opene | SIGNED-OUT PUBLIC ST
SURFACE 002	PUBLIC	no		1	/ (index.html)	index.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[page title] Destinations · See You In Laos	ACCESSIBILITY	no		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] Two books about Laos on a bed: The Lao Sangha and Modernity, and a photograph of a Lao temple	ACCESSIBILITY	no		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
Thailand, Laos, China.	PUBLIC	no		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
21 February – 8 March 2027	PUBLIC	yes	dates (brief §2 · Overview_Hotel_Restaurant)	2	/accommodation | /destination	accommodation.html | destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
Bangkok opens the journey. Vientiane holds the wedding at its centre. Kunming and Lijiang follow, before two final nights back in Bangkok.	PUBLIC	yes		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
The shared city days that open the journey — the river at golden hour, the temples of the old town, and the night train waiting at Krung Thep Aphiwat to go north. The journey returns here for its last two nights.	PUBLIC	no		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
Journeys calling here	PUBLIC	no		2	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] Patuxai and the fountain park in Vientiane at twilight	ACCESSIBILITY	yes		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
The quiet capital on the Mekong: a French avenue that ends in a triumphal arch, the golden stupa of Pha That Luang, and a riverfront that fills every evening. This is where the whole journey leans — the wedding day is here.	PUBLIC	no		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] Pha That Luang, the golden stupa of Vientiane	ACCESSIBILITY	yes		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] Lane Xang Avenue, Vientiane	ACCESSIBILITY	yes		2	/destination | /experiences	destination.html | experiences.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
Pha That Luang · Lane Xang Avenue, Vientiane	PUBLIC	yes		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] Temple roofs and cherry blossom in Kunming	ACCESSIBILITY	yes		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
Kunming & Lijiang	PUBLIC	yes		3	/ · the site menu | /destination	assets/aman.js buildMenu() | destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px | SIGNED-OUT PUBLIC STATE · MENU OPEN · every group expanded
Kunming first — the city of eternal spring, cherry blossom in the temple courtyards, three nights before the train. Then Lijiang: the Naxi old town below Jade Dragon Snow Mountain, and the water that runs through every lane.	PUBLIC	yes		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] Naxi rooftops in Lijiang below the snow mountain	ACCESSIBILITY	yes		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[aria-label] Black Dragon Pool, Lijiang	ACCESSIBILITY	yes		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
Lijiang old town · Black Dragon Pool	PUBLIC	yes		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
Every stage, chosen by you.	PUBLIC	no		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
[menu]	PUBLIC	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) see you in laos.	PUBLIC	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) Close	PUBLIC	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) [aria-label] Primary	ACCESSIBILITY	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) [state] current Destinations	ACCESSIBILITY	no		1	/destination	destination.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) [aria-label] Show Destinations sections	ACCESSIBILITY	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) ›	GUEST/PUBLIC	no		30	/accommodation | /destination | /experiences | /journeys | /journeys?change=wedstay | /voyage	accommodation.html | destination.html | experiences.html | journeys.html | journeys.html · assets/rooms.js label() | voyage.html	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections | SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) BangkokVientianeKunming & Lijiang	PUBLIC	yes		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) The Journey	PUBLIC	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) [aria-label] Show The Journey sections	ACCESSIBILITY	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) Before the WeddingThe WeddingAfter the Wedding	PUBLIC	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) Stays	PUBLIC	no		3	/destination | /experiences | /voyage	destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) [aria-label] Show Stays sections	ACCESSIBILITY	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) Sathorn Penthouse BangkokSouphattra Heritage VientianePrivate Residence VientianeWanxiang Yueju KunmingLuye Baisha LijiangSiam Kempinski Bangkok	PUBLIC	yes	venue / property names (Operations Master Overview)	4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) Experiences	PUBLIC	no		3	/accommodation | /destination | /voyage	accommodation.html | destination.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) [aria-label] Show Experiences sections	ACCESSIBILITY	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) BangkokVientianeKunming & Lijiang1872 · Champagne Afternoon TeaSühring · Lunch in Bangkok	PUBLIC	yes	venue / property names (Operations Master Overview)	4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) Wellness	PUBLIC	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) The Wedding	PUBLIC	no		3	/accommodation | /destination | /experiences	accommodation.html | destination.html | experiences.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) [aria-label] Show The Wedding sections	ACCESSIBILITY	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) Temple CeremonyCoffee & CakeVow CeremonyWedding Dinner	PUBLIC	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) Your Journey	PUBLIC	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
(hidden) Guest Relations	PUBLIC	no		4	/accommodation | /destination | /experiences | /voyage	accommodation.html | destination.html | experiences.html | voyage.html	SIGNED-OUT PUBLIC STATE · DEFAULT · signed out · 390 px
